2H1005-105, 2, H, 100, 5, -10, 5, 0, 93.23, 1.87, 0.000, 13, 82.53, 0.98, 0.000, 25, 71.97, 1.29, 0.000, 38, 60.56, 1.52, 0.000, 50, 50.45, 1.87, 0.000, 63, 39.50, 2.35, 0.000, 75, 29.08, 2.57, 0.000, 88, 19.24, 2.67, 0.000, 100, 12.35, 2.94, 0.000, 4704.38
2H1007.5-105, 2, H, 100, 7.5, -10, 5, 0, 92.48, 2.34, 0.000, 13, 82.47, 1.21, 0.000, 25, 71.98, 1.45, 0.000, 38, 60.56, 1.62, 0.000, 50, 50.42, 1.95, 0.000, 63, 39.49, 2.43, 0.000, 75, 29.17, 2.59, 0.000, 88, 19.50, 2.68, 0.000, 100, 12.69, 2.97, 0.000, 4739.60
2H10010-105, 2, H, 100, 10, -10, 5, 0, 91.49, 2.83, 0.000, 13, 82.20, 1.44, 0.000, 25, 71.98, 1.66, 0.000, 38, 60.63, 1.77, 0.000, 50, 50.46, 2.06, 0.000, 63, 39.52, 2.54, 0.000, 75, 29.30, 2.62, 0.000, 88, 19.83, 2.69, 0.000, 100, 13.17, 3.01, 0.000, 3494.75
2H100505, 2, H, 100, 5, 0, 5, 0, 98.70, 0.85, 0.129, 13, 93.11, 0.82, 0.000, 25, 82.94, 1.28, 0.000, 38, 71.45, 1.53, 0.096, 50, 61.17, 1.88, 0.974, 63, 50.10, 2.39, 1.000, 75, 39.65, 2.65, 1.000, 88, 29.14, 2.94, 1.000, 100, 20.57, 3.71, 1.000, 4862.62
2H1007.505, 2, H, 100, 7.5, 0, 5, 0, 97.82, 1.33, 0.068, 13, 92.30, 0.96, 0.000, 25, 82.84, 1.42, 0.001, 38, 71.44, 1.64, 0.238, 50, 61.14, 1.97, 0.943, 63, 50.14, 2.47, 1.000, 75, 39.67, 2.69, 1.000, 88, 29.23, 2.97, 1.000, 100, 20.85, 3.71, 1.000, 4726.33
2H1001005, 2, H, 100, 10, 0, 5, 0, 96.91, 1.80, 0.050, 13, 91.32, 1.12, 0.122, 25, 82.53, 1.57, 0.056, 38, 71.42, 1.78, 0.364, 50, 61.17, 2.08, 0.927, 63, 50.15, 2.58, 0.999, 75, 39.70, 2.75, 1.000, 88, 29.40, 3.00, 1.000, 100, 21.24, 3.71, 1.000, 4082.52
2H1005105, 2, H, 100, 5, 10, 5, 0, 98.69, 0.44, 0.000, 13, 98.46, 0.32, 0.000, 25, 93.14, 1.07, 0.000, 38, 82.42, 1.53, 0.000, 50, 71.87, 1.93, 0.000, 63, 60.83, 2.42, 0.000, 75, 50.30, 2.67, 0.000, 88, 39.70, 3.00, 0.000, 100, 30.69, 3.97, 0.000, 2336.27
2H1007.5105, 2, H, 100, 7.5, 10, 5, 0, 98.78, 0.62, 0.019, 13, 97.74, 0.47, 0.000, 25, 92.33, 1.15, 0.000, 38, 82.25, 1.59, 0.000, 50, 71.98, 1.99, 0.000, 63, 60.83, 2.49, 0.000, 75, 50.32, 2.73, 0.000, 88, 39.73, 3.06, 0.000, 100, 30.74, 4.04, 0.000, 4718.16
2H10010105, 2, H, 100, 10, 10, 5, 0, 98.66, 0.90, 0.163, 13, 96.82, 0.63, 0.000, 25, 91.42, 1.26, 0.000, 38, 81.87, 1.68, 0.000, 50, 71.93, 2.07, 0.000, 63, 60.84, 2.61, 0.000, 75, 50.34, 2.80, 0.000, 88, 39.81, 3.11, 0.000, 100, 30.96, 4.08, 0.000, 4720.67
2H1005-1010, 2, H, 100, 5, -10, 10, 0, 93.28, 2.47, 0.000, 13, 82.39, 1.23, 0.000, 25, 71.91, 1.47, 0.000, 38, 60.48, 1.63, 0.000, 50, 50.41, 1.95, 0.000, 63, 39.60, 2.43, 0.000, 75, 29.19, 2.61, 0.000, 88, 19.21, 2.71, 0.000, 100, 12.35, 2.87, 0.000, 1097.68
