1H1005-105, 1, H, 100, 5, -10, 5, 0, 93.14, 1.96, 0.000, 25, 82.65, 0.91, 0.000, 50, 71.80, 1.19, 0.000, 75, 61.20, 1.64, 0.000, 100, 49.16, 2.22, 0.000, 3787.33
1H1007.5-105, 1, H, 100, 7.5, -10, 5, 0, 92.40, 2.42, 0.000, 25, 82.58, 1.13, 0.000, 50, 71.78, 1.32, 0.000, 75, 61.27, 1.72, 0.000, 100, 49.16, 2.38, 0.000, 3221.18
1H10010-105, 1, H, 100, 10, -10, 5, 0, 91.39, 2.93, 0.000, 25, 82.36, 1.35, 0.000, 50, 71.77, 1.47, 0.000, 75, 61.32, 1.85, 0.000, 100, 49.16, 2.59, 0.000, 3234.07
1H100505, 1, H, 100, 5, 0, 5, 0, 98.54, 0.77, 0.018, 25, 93.23, 0.80, 0.000, 50, 82.78, 1.18, 0.000, 75, 72.12, 1.66, 0.003, 100, 59.80, 2.24, 1.000, 3939.08
1H1007.505, 1, H, 100, 7.5, 0, 5, 0, 97.84, 1.28, 0.053, 25, 92.43, 0.93, 0.000, 50, 82.63, 1.27, 0.000, 75, 72.12, 1.75, 0.053, 100, 59.83, 2.40, 1.000, 3219.09
1H1001005, 1, H, 100, 10, 0, 5, 0, 96.88, 1.76, 0.028, 25, 91.45, 1.08, 0.197, 50, 82.35, 1.37, 0.021, 75, 72.06, 1.84, 0.135, 100, 59.87, 2.60, 0.998, 3244.51
1H1005105, 1, H, 100, 5, 10, 5, 0, 99.00, 0.26, 0.000, 25, 98.57, 0.31, 0.000, 50, 92.93, 0.96, 0.000, 75, 83.03, 1.65, 0.000, 100, 70.64, 2.29, 0.000, 3939.79
1H1007.5105, 1, H, 100, 7.5, 10, 5, 0, 98.91, 0.43, 0.001, 25, 97.81, 0.47, 0.000, 50, 92.13, 0.99, 0.000, 75, 82.81, 1.68, 0.000, 100, 70.66, 2.42, 0.000, 3319.77
1H10010105, 1, H, 100, 10, 10, 5, 0, 98.65, 0.76, 0.033, 25, 96.89, 0.64, 0.000, 50, 91.22, 1.05, 0.000, 75, 82.44, 1.71, 0.000, 100, 70.64, 2.59, 0.000, 3219.95
1H1005-1010, 1, H, 100, 5, -10, 10, 0, 93.20, 2.71, 0.000, 25, 82.74, 1.15, 0.000, 50, 71.79, 1.35, 0.000, 75, 61.18, 1.72, 0.000, 100, 49.35, 2.29, 0.000, 952.71
1H1007.5-1010, 1, H, 100, 7.5, -10, 10, 0, 92.48, 3.35, 0.003, 25, 82.65, 1.49, 0.000, 50, 71.80, 1.58, 0.000, 75, 61.21, 1.88, 0.000, 100, 49.37, 2.55, 0.000, 948.59
1H10010-1010, 1, H, 100, 10, -10, 10, 0, 91.44, 4.02, 0.008, 25, 82.40, 1.80, 0.000, 50, 71.79, 1.84, 0.000, 75, 61.29, 2.08, 0.000, 100, 49.31, 2.85, 0.000, 934.71
1H1005010, 1, H, 100, 5, 0, 10, 0, 98.60, 1.02, 0.208, 25, 93.28, 1.03, 0.000, 50, 82.76, 1.33, 0.000, 75, 72.08, 1.75, 0.052, 100, 60.03, 2.32, 0.998, 959.50
1H1007.5010, 1, H, 100, 7.5, 0, 10, 0, 97.86, 1.70, 0.285, 25, 92.45, 1.23, 0.020, 50, 82.66, 1.52, 0.011, 75, 72.07, 1.90, 0.192, 100, 60.08, 2.56, 0.994, 939.01
1H10010010, 1, H, 100, 10, 0, 10, 0, 96.93, 2.36, 0.261, 25, 91.46, 1.46, 0.437, 50, 82.36, 1.70, 0.117, 75, 72.01, 2.07, 0.369, 100, 60.06, 2.87, 0.990, 912.42
1H10051010, 1, H, 100, 5, 10, 10, 0, 99.01, 0.36, 0.001, 25, 98.58, 0.42, 0.000, 50, 92.97, 1.08, 0.000, 75, 82.98, 1.73, 0.000, 100, 70.88, 2.35, 0.000, 972.47
1H1007.51010, 1, H, 100, 7.5, 10, 10, 0, 98.90, 0.60, 0.042, 25, 97.81, 0.65, 0.000, 50, 92.14, 1.18, 0.000, 75, 82.76, 1.82, 0.000, 100, 70.83, 2.59, 0.000, 960.84
1H100101010, 1, H, 100, 10, 10, 10, 0, 98.67, 1.00, 0.229, 25, 96.88, 0.88, 0.000, 50, 91.24, 1.31, 0.000, 75, 82.42, 1.94, 0.000, 100, 70.77, 2.86, 0.000, 963.56
1H1005-1020, 1, H, 100, 5, -10, 20, 0, 93.05, 3.51, 0.019, 25, 82.71, 1.51, 0.000, 50, 71.81, 1.63, 0.000, 75, 61.10, 1.89, 0.000, 100, 49.75, 2.41, 0.000, 706.39
1H1007.5-1020, 1, H, 100, 7.5, -10, 20, 0, 92.31, 4.25, 0.042, 25, 82.58, 2.00, 0.000, 50, 71.82, 2.03, 0.000, 75, 61.06, 2.19, 0.000, 100, 49.74, 2.73, 0.000, 720.81
1H10010-1020, 1, H, 100, 10, -10, 20, 0, 91.25, 5.15, 0.056, 25, 82.36, 2.47, 0.000, 50, 71.85, 2.46, 0.000, 75, 61.16, 2.53, 0.000, 100, 49.73, 3.13, 0.000, 725.52
1H1005020, 1, H, 100, 5, 0, 20, 0, 98.49, 1.25, 0.327, 25, 93.24, 1.37, 0.002, 50, 82.80, 1.61, 0.023, 75, 71.95, 1.93, 0.299, 100, 60.41, 2.41, 0.992, 713.05
1H1007.5020, 1, H, 100, 7.5, 0, 20, 0, 97.84, 2.05, 0.534, 25, 92.44, 1.69, 0.176, 50, 82.63, 1.95, 0.135, 75, 71.96, 2.20, 0.467, 100, 60.48, 2.76, 0.969, 733.95
1H10010020, 1, H, 100, 10, 0, 20, 0, 96.77, 2.89, 0.470, 25, 91.42, 2.04, 0.669, 50, 82.44, 2.29, 0.368, 75, 71.87, 2.51, 0.617, 100, 60.45, 3.15, 0.962, 710.55
1H10051020, 1, H, 100, 5, 10, 20, 0, 99.03, 0.46, 0.019, 25, 98.58, 0.65, 0.000, 50, 93.00, 1.33, 0.000, 75, 82.80, 1.89, 0.000, 100, 71.28, 2.46, 0.000, 692.41
1H1007.51020, 1, H, 100, 7.5, 10, 20, 0, 98.92, 0.72, 0.170, 25, 97.81, 0.95, 0.000, 50, 92.19, 1.53, 0.000, 75, 82.66, 2.09, 0.000, 100, 71.28, 2.77, 0.000, 711.58
1H100101020, 1, H, 100, 10, 10, 20, 0, 98.66, 1.19, 0.405, 25, 96.88, 1.27, 0.000, 50, 91.31, 1.79, 0.000, 75, 82.28, 2.33, 0.000, 100, 71.14, 3.15, 0.000, 697.36
